INPUT:Malayalam_1	INPUT:Malayalam_2	INPUT:text_1	OUTPUT:result	CONFIDENCE:result	
ആഖ്യാനത്തിനുള്ള നിങ്ങളുടെ അശ്രദ്ധമായി സ്ത്രീയുടെ മുൻ പി എൽ, സ്ത്രീകൾ നിലനിർത്തുന്നു.	നിങ്ങളുടെ ചിന്തയെ ഈ പ്രഖ്യാപനത്തിനെതിരെ ആവശ്യപ്പെടുക, പക്ഷേ പുരുഷന്മാർ എ.എഫ്.എ.ബ്.ഇ. വനിതാ റിസർവ്.	direct your attention to this statement that men ex p el and women retain .	0	99.99%	
ഞാൻ ഒന്നും തടയരുത്, അവയൊന്നും ഒരു സംഖ്യയും കൊഴുപ്പും ചേർത്ത് ചായ്വുള്ള പെക്യുസ് എഡിറ്റുചെയ്യുക.	ഞാൻ എല്ലാവരോടും ന്യായവാദം ചെയ്യുന്നില്ല, അവ ഓരോരുത്തരും വിശാലവും എന്നാൽ വിഡ് id ിത്തവുമായ തോടാലി.	i can not think of any , they ' re all a bit skinny and flat chest ed .	0	99.99%	
അവൾ ചെയ്തില്ലെങ്കിൽ, നിങ്ങൾക്ക് അവളോട് പറയണമെന്നുണ്ട്.	അവൾ ട്യൂമറാണെങ്കിൽ നിനക്ക് അവളോട് പറയണം.	if she does not , you may want to tell her .	0	99.99%	
ഇല്ല, പലപ്പോഴും അത് സംഭവിക്കില്ല. ന്റെ ഹൃദ്യസുഗന്ധ	ഇല്ല, അത് പലപ്പോഴും സംഭവിക്കാറില്ല. ്. ് 	no , it just does not happen as often .	1	92.24%	
നിങ്ങളുടെ സുഹൃത്തുക്കൾക്കും സുഹൃത്തുക്കള് ക്കുമൊപ്പം. ▪	നിങ്ങളുടെ സുഹൃത്തുകൾ, സുഹൃത്തുക്കള് മാത്രമാണ്! ് o o	and that your friends are only friends .	1	96.74%	
നിങ്ങളുടെ മണവാട്ടി രണ്ടാമത്തെ ചിന്തകളെക്കുറിച്ച് ചിന്തിക്കുന്നു	നിങ്ങളുടെ ഭാര്യക്ക് ഇതിനകം തന്നെ സംശയങ്ങളുണ്ട്	your bride is having second thoughts .	0	65.17%	
ചെറിയ ചെറിയ, അവർ ചെറുതാണെന്ന് രഹസ്യങ്ങളോട് പറയുക	ഇത് ചെറുതാണ്, പക്ഷേ ഇത് ഭംഗിയുള്ളതാണ്	you can just tell the secret s , however small , as long as they are cute .	0	96.55%	
നിങ്ങൾ ഒരു മികച്ച മനുഷ്യനാണെങ്കിൽ, അവന്റെ വറ്റം ഒരു ഘടകമാകരുത്	ഒരു പ്രതിവാര യാത്രാ സ്നാപ്പ്ഷോട്ട് ഗാലറിയിൽ കോം അപകീർത്തിപ്പെടുത്തുന്ന ഫോട്ടോകൾ അവതരിപ്പിക്കും	if he is a great person , his skin color should not matter .	0	99.99%	
നന്ദി വേണ്ട, ക്ലാസിക്കൽ മോഡൽ സ്യൂട്ടിലെ ജോലിക്കാരനെയാണ് എനിക്കിഷ്ടം.	അവരിനിയും നല്ലവരെ ഉണ്ടാക്കില്ല, അതുകൊണ്ട് വേണ്ട.	no thank you , i prefer the work man ship of the classic model s .	0	91.31%	
എന്നിട്ട് അവരെ പിൻതുടരുക.	എങ്കിൽ ഈ ആളുകൾ എവിടെപ്പോകണം.	then follow those people where ver they go .	0	96.55%	
എന്റെ ഭർത്താവ് എനിക്കും നാലു കുട്ടികളുണ്ട്. ഞങ്ങൾ ഒരു എപ്പിസോഡ	തീർച്ചയായും... എന് റെ ഭര് ത്താവും എന് റെയും NUM കുട്ടികൾ ഉണ്ട്...	my husband and i have four children and we met in an a ol chat room .	0	96.55%	
ഇപ്പോഴും കണ്ടില്ലെന്ന് അവൾ കരുതുന്ന സംക്ഷിപ്ത കാര്യമാണ്.	അത് ഇരട്ട കാര്യങ്ങളാണ് അവൾ ആവിഷ്കരിക്കാത്തത്.	it ' s the little things she thinks but does not say .	0	96.55%	
ഒരു കൊറിയൻ കുടുംബത്തെക്കുറിച്ചുള്ള ഒരു പ്രവർത്തന സിനിമയാണ് മുഴുവൻ ഹ .സ്	ഒരു കൊറിയൻ കുടുംബത്തെക്കുറിച്ചുള്ള ഒരു പ്രവർത്തന സിനിമയാണ് മുഴുവൻ ഹ .സ്	full house is a korean movie .	1	60.14%	
നിങ്ങളുടെ അപരിചിതന് എന്താണ് ലഭിക്കുന്നതെന്ന് ഇത് ഫലത്തിൽ വാഗ്ദാനം ചെയ്യുന്നു.	നിങ്ങളുടെ ശത്രുവിന് എന്തിനു പുറത്ത് അവസാനമായി അവസാനിപ്പിച്ചു.	it ' s most likely what your friend has .	0	96.55%	
മറ്റെല്ലാ വ്യക്തികളുടെയും പോലെ പ്രവർത്തിക്കുക ് ­ ­	മറ്റെന്തെങ്കിലും മനുഷ്യനെപ്പോലെ ് l l l	act as you would with any other person .	0	99.99%	
വിശ്രമിക്കാൻ ഞാൻ കൊള്ളയടിക്കരുത്.	ടിപ്പുകളും ടിപ്പുകളും നിരസിക്കുകയില്ല.	i do not have any fix it tips .	0	99.99%	
ആരും.. വീൽ ലാ വിഗ് എങ്ങോട്ടെങ്കിലും?	ആരും......ഒരാളും......ഒരു വീൽ ലാ വിഗ്നെ പോലെ?	no one . people like a vril la v ign e ?	0	96.55%	
നിങ്ങൾ ഇപ്പോഴും അവരെക്കുറിച്ച് ചിന്തിക്കുന്നുണ്ടെന്ന് അവൾക്കറിയാമെന്ന് അവൾക്ക് ഒരു സമ്മാനം നൽകുന്നത്	നിങ്ങൾ അവളോട് ഒരു ഇനം നൽകുന്നത് നിങ്ങൾ അവരെക്കുറിച്ച് ചിന്തിക്കുന്നുണ്ടെന്ന് അവളോട് അറിയാമെന്ന് അവ അവൾക്ക് നൽകുന്നു	giving her a gift shows that you are thinking of her , which is a good thing .	1	66.48%	
നിങ്ങളുമായി എന്താണ് ആശങ്ക?ഡീമെറ്റീരിയലൈസ് എന്താണെന്ന് വ്യാഖ്യാനിക്കാത്തത് എന്തുകൊണ്ട്?	നിങ്ങൾ എന്താണ് മെയിൽ;എന്താണ് സംഭവിച്ചതെന്ന് നിങ്ങൾ മനസ്സിലാക്കാത്തത് എന്തുകൊണ്ട്?	what is the matter with you ; why can you not understand what is happening ?	0	96.55%	
നിങ്ങളുടെ പോയിന്റുകള് ഞാന് മനസ്സിലാക്കുന്നു. എന്നാല് , ഞാന് അവനെ തള്ളിപ്പറയുന്നു.	എനിക്കറിയാമല്ലോ, അവൻ വളരെ സെൻസിറ്റീവ് ആണ്! ാ	i understand your point ; however , i find him incredibl y attractive .	0	96.55%	
നിനക്ക് വേണ്ടി ഞാൻ അവർക്ക് സന്ദേശം നൽകും.	നിങ്ങൾക്ക് വേണ്ടിയുള്ള സന്ദേശം ഞാൻ അയയ്ക്കും; --	i will give them the message for you .	1	96.74%	
അത് അവളുടെ സുഹൃത്തിന്റെ ആയിരുന്നു, അതൊരു അബദ്ധമായിരുന്നു.	അവളുടെ സുഹൃത്തിൽ നിന്നും അത് തെറ്റായിരുന്നു!	it was from her friend and it was a mistake .	1	96.74%	
ഞാന് അത് എന്റെ കൂടെ കൊണ്ടു പോകും. ് അത്	ഞാന് ഇല്ല എന്ന് ഞാന് പറഞ്ഞു, ഞാന് അത് കൊണ്ടുപോകും. ്	i will take it with me .	1	66.48%	
ഭാര്യാഭർത്താക്കന്മാർ എന്ന നിലയിലോ ഭാര്യാഭർത്താക്കന്മാർക്കോ ഭാര്യാഭർത്താക്കന്മാർക്കോ ആണോ ഉദ്ദേശിക്കുന്നത്?	വിവാഹം കഴിക്കാൻ ആവശ്യപ്പെടുകയും ഇണയെ ഭർത്താവോ ഭാര്യയോ എന്നു വിളിക്കുകയും ചെയ്യുന്നതുപോലെ, ഒരു ചെറിയ ടെൻഷനുവേണ്ടി കാത്തിരിക്കുക.	is pro pos ing when you ask to marry someone ? and does spouse mean husband or wife ?	0	91.31%	
അവരുടെ കാഴ്ചയും, സാമൂഹിക നിലയും, സമ്പത്തും,	അവരുടെ നോട്ടം, മിഠായി നിൽക്കുന്നു, mi, also composition.	it is either their appearance , social standing , wealth , etc .	0	99.71%	
ഞാൻ കടന്നു പോകാൻ ശ്രമിക്കുന്നത്, അവയൊക്കെ അവരുടെ കാര്യമായി മറ്റേതൊക്കെയും വഞ്ച	അവയെല്ലാം തങ്ങളുടെ ജീവിതത്തിന്റെ അവസാന ഘട്ടത്തില് ആര് ഗാല് ഫ്രണ്ട് എസ്/ഡബ്ല്യൂ	the point i am trying to get across is that they all cheat on their significant other .	0	91.31%	
സത്യസന്ധതയില്ലാതെ, അവൻ ആരുമുണ്ടെങ്കിൽ നിങ്ങൾ കൃത്യമായി പ്രദർശിപ്പിക്കണം.	വഞ്ചനയോടെ, അവൻ ആരും ഡേറ്റിംഗ് നടത്തുകയാണെങ്കിൽ നിങ്ങൾ ന്യായമായ വാദിക്കണം.	honestly , you should just ask if he is dating anyone .	1	96.74%	
ഇത് രണ്ടാമത്തെ നീക്കമാണെന്ന് ഞാൻ കരുതുന്നു.	ഞാൻ ess ഹിക്കുന്നു, പക്ഷേ ഇത് ഏകദേശം സമാനമായ ശൈലിയാണ്.	i believe that it is the other way around .	0	99.96%	
നിങ്ങൾ അത് ഇന്റെർനെറ്റിൽ ഗവേഷണം നടത്തണം.	ഇന്റെർനെറ്റിൽ നോക്ക്.	you should research it on the internet .	1	96.74%	
അതെ, തീര് ച്ചയായും ഇത് എന് റെ പ്രിയപ്പെട്ട ഒരു ഷോയാണ് . 	അതെ, അതെന്റെ ഫേവറിറ്റി ഷോയാണ്. 	yes . it ' s certainly my favorite reality show .	1	96.74%	
നിങ്ങൾ പലതരം പാനീയം കഴിക്കുമ്പോൾ ഇതെല്ലാം മഹത്തായതാണ്, അതിനാൽ നിങ്ങൾക്ക് ആശങ്ക	ആരാണ് ചിന്തിക്കുന്നത്, വളരെയധികം കഞ്ഞി കഴിച്ച് കഴിയുമ്പോള് അവര് ക്കെല്ലാം നല്ലതാണ്	when you consume many beverage s , everything taste great so it is of no concern .	1	66.48%	
